year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,2,14,1744,1730,14,1951,1938,13,EV,4350,N16919,EWR,CVG,103,569,17,30,2013-02-14 17:00:00
2013,4,22,652,630,22,747,753,-6,UA,551,N848UA,EWR,BOS,34,200,6,30,2013-04-22 06:00:00
2013,7,18,1153,1055,58,1438,1358,40,B6,971,N503JB,LGA,FLL,144,1076,10,55,2013-07-18 10:00:00
2013,10,16,1724,1730,-6,1954,1953,1,EV,5298,N750EV,LGA,OMA,173,1148,17,30,2013-10-16 17:00:00
2013,6,11,618,620,-2,853,904,-11,UA,1115,N75410,EWR,TPA,137,997,6,20,2013-06-11 06:00:00
2013,2,13,553,600,-7,645,703,-18,US,2114,N708UW,LGA,BOS,36,184,6,0,2013-02-13 06:00:00
2013,10,10,1858,1900,-2,2217,2235,-18,DL,435,N711ZX,JFK,SFO,323,2586,19,0,2013-10-10 19:00:00
2013,12,15,1819,1815,4,2112,2157,-45,DL,426,N188DN,JFK,LAX,332,2475,18,15,2013-12-15 18:00:00
2013,5,27,935,940,-5,1035,1055,-20,9E,3608,N824AY,JFK,PHL,32,94,9,40,2013-05-27 09:00:00
2013,4,24,1609,1459,70,2100,1905,115,B6,703,N588JB,JFK,SJU,197,1598,14,59,2013-04-24 14:00:00
2013,1,31,1400,1350,10,1649,1628,21,DL,1705,N316NB,LGA,MSY,207,1183,13,50,2013-01-31 13:00:00
2013,10,2,1154,1200,-6,1314,1334,-20,UA,255,N821UA,LGA,ORD,113,733,12,0,2013-10-02 12:00:00
2013,6,11,826,833,-7,1033,1030,3,EV,4714,N15910,EWR,CLT,92,529,8,33,2013-06-11 08:00:00
2013,5,30,835,840,-5,1027,1038,-11,EV,4297,N16546,EWR,DTW,79,488,8,40,2013-05-30 08:00:00
2013,9,11,936,940,-4,1037,1120,-43,AA,317,N483AA,LGA,ORD,107,733,9,40,2013-09-11 09:00:00
2013,10,6,2017,2022,-5,2233,2246,-13,B6,135,N653JB,JFK,PHX,276,2153,20,22,2013-10-06 20:00:00
2013,9,1,1749,1755,-6,1923,1921,2,B6,1407,N183JB,JFK,IAD,60,228,17,55,2013-09-01 17:00:00
2013,4,29,1835,1840,-5,2107,2138,-31,DL,1629,N388DA,JFK,LAS,289,2248,18,40,2013-04-29 18:00:00
2013,3,30,827,835,-8,1035,1105,-30,MQ,4610,N528MQ,LGA,ATL,102,762,8,35,2013-03-30 08:00:00
2013,10,28,1954,2000,-6,2249,2303,-14,B6,65,N524JB,JFK,ABQ,275,1826,20,0,2013-10-28 20:00:00
2013,4,17,1224,1221,3,1444,1449,-5,EV,4162,N12136,EWR,JAX,111,820,12,21,2013-04-17 12:00:00
2013,10,9,1408,1411,-3,1505,1541,-36,UA,643,N567UA,EWR,ORD,100,719,14,11,2013-10-09 14:00:00
2013,1,11,2101,2100,1,2204,2209,-5,B6,1020,N632JB,JFK,BOS,41,187,21,0,2013-01-11 21:00:00
2013,1,3,804,749,15,1127,1054,33,B6,341,N729JB,JFK,SRQ,179,1041,7,49,2013-01-03 07:00:00
2013,7,3,627,630,-3,753,755,-2,AA,303,N3FTAA,LGA,ORD,110,733,6,30,2013-07-03 06:00:00
2013,6,23,609,609,0,902,859,3,B6,601,N523JB,JFK,FLL,146,1069,6,9,2013-06-23 06:00:00
2013,5,20,1557,1445,72,1738,1651,47,DL,1231,N320NB,LGA,DTW,74,502,14,45,2013-05-20 14:00:00
2013,3,7,925,835,50,1114,956,78,EV,4409,N12163,EWR,RIC,53,277,8,35,2013-03-07 08:00:00
2013,6,16,656,700,-4,1001,1003,-2,DL,763,N198DN,JFK,LAX,323,2475,7,0,2013-06-16 07:00:00
2013,2,25,2119,2115,4,2338,2309,29,EV,4700,N15980,EWR,CLT,110,529,21,15,2013-02-25 21:00:00
2013,7,10,1100,1103,-3,1403,1352,11,UA,1116,N39463,EWR,LAX,328,2454,11,3,2013-07-10 11:00:00
2013,11,29,948,950,-2,1300,1310,-10,UA,1735,N27722,EWR,LAX,355,2454,9,50,2013-11-29 09:00:00
2013,11,3,1708,1715,-7,1848,1905,-17,AA,345,N581AA,LGA,ORD,118,733,17,15,2013-11-03 17:00:00
2013,3,21,1802,1725,37,2047,2017,30,UA,1109,N14120,EWR,MCO,132,937,17,25,2013-03-21 17:00:00
2013,7,9,1317,1300,17,1431,1414,17,US,2175,N746UW,LGA,DCA,51,214,13,0,2013-07-09 13:00:00
2013,7,25,2035,1935,60,2206,2120,46,MQ,3535,N537MQ,JFK,CMH,66,483,19,35,2013-07-25 19:00:00
2013,7,15,1927,1915,12,2146,2131,15,EV,5268,N752EV,LGA,CLT,77,544,19,15,2013-07-15 19:00:00
2013,12,29,2313,2250,23,33,8,25,B6,2002,N229JB,JFK,BUF,58,301,22,50,2013-12-29 22:00:00
2013,6,2,834,840,-6,1143,1144,-1,B6,175,N821JB,JFK,SEA,331,2422,8,40,2013-06-02 08:00:00
2013,3,31,1937,1905,32,2226,2216,10,UA,80,N37462,EWR,MIA,155,1085,19,5,2013-03-31 19:00:00
2013,11,12,953,953,0,1300,1256,4,B6,5,N657JB,EWR,FLL,159,1065,9,53,2013-11-12 09:00:00
2013,3,19,NA,700,NA,NA,850,NA,AA,305,N4XMAA,LGA,ORD,NA,733,7,0,2013-03-19 07:00:00
2013,6,10,1611,1559,12,1933,1925,8,DL,1373,N911DE,JFK,MIA,153,1089,15,59,2013-06-10 15:00:00
2013,1,27,706,709,-3,1004,1021,-17,UA,1525,N34455,EWR,RSW,155,1068,7,9,2013-01-27 07:00:00
2013,11,20,1651,1650,1,1826,1824,2,UA,708,N840UA,EWR,ORD,119,719,16,50,2013-11-20 16:00:00
2013,6,23,2020,1930,50,47,2244,123,DL,1854,N361NW,LGA,FLL,153,1076,19,30,2013-06-23 19:00:00
2013,1,19,916,920,-4,1200,1245,-45,AA,721,N550AA,LGA,DFW,204,1389,9,20,2013-01-19 09:00:00
2013,2,1,554,600,-6,713,716,-3,EV,4201,N14198,EWR,IAD,52,212,6,0,2013-02-01 06:00:00
2013,1,28,536,540,-4,956,1017,-21,B6,725,N625JB,JFK,BQN,182,1576,5,40,2013-01-28 05:00:00
2013,12,21,1821,1655,86,2039,1930,69,WN,928,N8617E,LGA,DEN,243,1620,16,55,2013-12-21 16:00:00
2013,5,27,556,600,-4,844,912,-28,UA,742,N423UA,EWR,LAX,328,2454,6,0,2013-05-27 06:00:00
2013,11,15,1258,1300,-2,1418,1428,-10,UA,1734,N14107,EWR,ORD,119,719,13,0,2013-11-15 13:00:00
2013,11,3,914,930,-16,1213,1237,-24,B6,271,N595JB,LGA,FLL,155,1076,9,30,2013-11-03 09:00:00
2013,8,1,1844,1827,17,2236,2033,123,US,425,N535UW,JFK,CLT,91,541,18,27,2013-08-01 18:00:00
2013,5,21,753,800,-7,1103,1135,-32,AA,59,N328AA,JFK,SFO,349,2586,8,0,2013-05-21 08:00:00
2013,4,2,936,942,-6,1221,1223,-2,B6,197,N768JB,JFK,LAS,321,2248,9,42,2013-04-02 09:00:00
2013,7,10,2140,1705,275,NA,1935,NA,UA,1625,N16709,EWR,DEN,NA,1605,17,5,2013-07-10 17:00:00
2013,8,15,624,630,-6,911,845,26,DL,575,N307DQ,EWR,ATL,109,746,6,30,2013-08-15 06:00:00
2013,5,13,1835,1805,30,2022,1936,46,EV,4663,N11551,EWR,BNA,105,748,18,5,2013-05-13 18:00:00
2013,1,11,1000,1006,-6,1207,1219,-12,EV,4250,N14916,EWR,IND,110,645,10,6,2013-01-11 10:00:00
2013,8,10,1353,1345,8,1620,1639,-19,DL,1685,N912DE,LGA,MCO,128,950,13,45,2013-08-10 13:00:00
2013,3,22,1157,1200,-3,1300,1331,-31,UA,699,N850UA,EWR,ORD,105,719,12,0,2013-03-22 12:00:00
2013,3,13,1951,2000,-9,2142,2150,-8,EV,5038,N716EV,LGA,BHM,121,866,20,0,2013-03-13 20:00:00
2013,8,11,1416,1200,136,1630,1358,152,EV,4302,N14950,EWR,MCI,164,1092,12,0,2013-08-11 12:00:00
2013,8,8,2039,1735,184,7,2030,217,AA,145,N3CWAA,JFK,SAN,328,2446,17,35,2013-08-08 17:00:00
2013,6,1,741,745,-4,958,1001,-3,DL,807,N322US,EWR,ATL,105,746,7,45,2013-06-01 07:00:00
2013,7,5,856,900,-4,1111,1142,-31,B6,189,N504JB,JFK,SAN,302,2446,9,0,2013-07-05 09:00:00
2013,9,14,2242,2245,-3,2346,2353,-7,B6,234,N296JB,JFK,BTV,50,266,22,45,2013-09-14 22:00:00
2013,5,24,1923,1856,27,2150,2150,0,UA,1456,N24702,LGA,IAH,189,1416,18,56,2013-05-24 18:00:00
2013,2,23,1200,1200,0,1305,1303,2,B6,1174,N334JB,EWR,BOS,42,200,12,0,2013-02-23 12:00:00
2013,12,10,1925,1930,-5,2153,2141,12,EV,4543,N14174,EWR,DSM,176,1017,19,30,2013-12-10 19:00:00
2013,11,12,604,605,-1,731,730,1,WN,485,N611SW,EWR,MDW,116,711,6,5,2013-11-12 06:00:00
2013,7,5,2358,2359,-1,330,344,-14,B6,1503,N712JB,JFK,SJU,193,1598,23,59,2013-07-05 23:00:00
2013,6,18,1755,1730,25,2050,1956,54,F9,837,N203FR,LGA,DEN,229,1620,17,30,2013-06-18 17:00:00
2013,10,6,836,842,-6,1027,1025,2,EV,4230,N14993,EWR,CMH,70,463,8,42,2013-10-06 08:00:00
2013,3,22,1826,1820,6,2124,2135,-11,AS,7,N512AS,EWR,SEA,317,2402,18,20,2013-03-22 18:00:00
2013,4,16,741,745,-4,852,903,-11,EV,4243,N12569,EWR,BNA,111,748,7,45,2013-04-16 07:00:00
2013,2,24,2142,2145,-3,28,34,-6,B6,35,N595JB,JFK,PBI,146,1028,21,45,2013-02-24 21:00:00
2013,7,28,2249,2146,63,214,30,104,B6,1183,N613JB,JFK,MCO,136,944,21,46,2013-07-28 21:00:00
2013,9,9,622,630,-8,814,838,-24,B6,675,N645JB,JFK,MSY,147,1182,6,30,2013-09-09 06:00:00
2013,7,23,1904,1845,19,2117,2115,2,DL,245,N3745B,JFK,PHX,282,2153,18,45,2013-07-23 18:00:00
2013,3,13,1536,1500,36,1640,1619,21,US,2179,N746UW,LGA,DCA,47,214,15,0,2013-03-13 15:00:00
2013,4,24,936,940,-4,1112,1114,-2,UA,775,N807UA,EWR,ORD,117,719,9,40,2013-04-24 09:00:00
2013,5,24,1720,1700,20,2157,2054,63,DL,329,N3744F,JFK,SJU,225,1598,17,0,2013-05-24 17:00:00
2013,6,7,1455,1430,25,1626,1558,28,FL,721,N995AT,LGA,CAK,64,397,14,30,2013-06-07 14:00:00
2013,4,19,1402,1315,47,1708,1612,56,B6,431,N630JB,LGA,SRQ,163,1047,13,15,2013-04-19 13:00:00
2013,7,29,1539,1545,-6,1737,1740,-3,MQ,2793,N902MQ,JFK,CMH,81,483,15,45,2013-07-29 15:00:00
2013,7,13,1245,1250,-5,1442,1425,17,MQ,3361,N838MQ,JFK,RDU,75,427,12,50,2013-07-13 12:00:00
2013,8,22,1549,1543,6,1833,1845,-12,UA,1151,N38446,EWR,SEA,326,2402,15,43,2013-08-22 15:00:00
2013,8,17,1027,1030,-3,1319,1335,-16,AA,601,N319AA,JFK,MIA,146,1089,10,30,2013-08-17 10:00:00
2013,11,7,1901,1850,11,2056,2025,31,MQ,3674,N5PBMQ,LGA,CLE,75,419,18,50,2013-11-07 18:00:00
2013,1,10,709,705,4,940,1000,-20,UA,235,N428UA,EWR,MCO,132,937,7,5,2013-01-10 07:00:00
2013,9,24,555,600,-5,854,827,27,DL,461,N913DL,LGA,ATL,118,762,6,0,2013-09-24 06:00:00
2013,8,29,2130,2051,39,15,2358,17,B6,165,N712JB,JFK,PDX,317,2454,20,51,2013-08-29 20:00:00
2013,6,12,2010,1915,55,2300,2205,55,AA,791,N3ATAA,LGA,DFW,186,1389,19,15,2013-06-12 19:00:00
2013,6,5,1310,1305,5,1415,1425,-10,WN,165,N466WN,EWR,BNA,107,748,13,5,2013-06-05 13:00:00
2013,6,24,2240,2231,9,227,226,1,B6,1203,N583JB,JFK,SJU,192,1598,22,31,2013-06-24 22:00:00
2013,9,13,753,750,3,1026,1040,-14,MQ,3052,N521MQ,JFK,TPA,130,1005,7,50,2013-09-13 07:00:00
2013,8,23,1451,1500,-9,1723,1750,-27,AA,883,N4XMAA,EWR,DFW,186,1372,15,0,2013-08-23 15:00:00
2013,9,25,540,550,-10,900,932,-32,B6,939,N510JB,JFK,BQN,182,1576,5,50,2013-09-25 05:00:00
2013,1,21,1622,1509,73,1854,1741,73,EV,3817,N13989,EWR,JAX,133,820,15,9,2013-01-21 15:00:00
2013,10,6,729,730,-1,1005,1100,-55,VX,11,N845VA,JFK,SFO,323,2586,7,30,2013-10-06 07:00:00
2013,6,19,1143,1040,63,1408,1309,59,UA,244,N461UA,EWR,LAS,293,2227,10,40,2013-06-19 10:00:00
2013,4,11,1619,1610,9,1801,1755,6,EV,5486,N615QX,LGA,PIT,57,335,16,10,2013-04-11 16:00:00
2013,1,22,1721,1725,-4,1928,1933,-5,EV,4323,N29917,EWR,CVG,110,569,17,25,2013-01-22 17:00:00
2013,7,6,556,600,-4,730,749,-19,EV,5068,N186PQ,EWR,DTW,80,488,6,0,2013-07-06 06:00:00
2013,8,27,627,629,-2,911,929,-18,AA,1921,N3DNAA,EWR,MIA,139,1085,6,29,2013-08-27 06:00:00
2013,1,21,750,755,-5,1106,1110,-4,AA,2267,N3HDAA,LGA,MIA,161,1096,7,55,2013-01-21 07:00:00
2013,5,22,1910,1900,10,NA,2048,NA,EV,5038,N713EV,LGA,BHM,NA,866,19,0,2013-05-22 19:00:00
2013,2,5,1906,1805,61,2049,1935,74,WN,389,N277WN,LGA,MDW,115,725,18,5,2013-02-05 18:00:00
2013,4,4,1308,1315,-7,1426,1435,-9,MQ,3765,N510MQ,EWR,ORD,111,719,13,15,2013-04-04 13:00:00
2013,5,7,908,915,-7,1230,1234,-4,DL,2379,N375NC,LGA,FLL,161,1076,9,15,2013-05-07 09:00:00
2013,10,17,1731,1730,1,1950,1952,-2,F9,837,N214FR,LGA,DEN,230,1620,17,30,2013-10-17 17:00:00
2013,1,10,923,924,-1,1125,1118,7,EV,4234,N13979,EWR,STL,141,872,9,24,2013-01-10 09:00:00
2013,9,30,1413,1415,-2,1655,1715,-20,WN,1945,N553WN,LGA,HOU,201,1428,14,15,2013-09-30 14:00:00
2013,8,23,1603,1555,8,1756,1744,12,B6,1105,N324JB,JFK,ORD,118,740,15,55,2013-08-23 15:00:00
2013,6,10,753,801,-8,949,955,-6,EV,4691,N12967,EWR,DAY,85,533,8,1,2013-06-10 08:00:00
2013,8,12,725,610,75,848,725,83,WN,249,N448WN,EWR,MDW,110,711,6,10,2013-08-12 06:00:00
2013,9,18,1853,1841,12,2008,2010,-2,B6,2202,N190JB,JFK,BUF,54,301,18,41,2013-09-18 18:00:00
2013,3,13,1849,1855,-6,2037,2100,-23,US,1491,N187US,LGA,CLT,85,544,18,55,2013-03-13 18:00:00
2013,3,18,1450,1446,4,1745,1744,1,UA,1122,N33203,EWR,PBI,151,1023,14,46,2013-03-18 14:00:00
2013,11,19,709,714,-5,954,1007,-13,UA,1592,N87512,EWR,MCO,138,937,7,14,2013-11-19 07:00:00
2013,2,7,1641,1640,1,1848,1835,13,WN,372,N779SW,LGA,STL,138,888,16,40,2013-02-07 16:00:00
2013,5,25,1546,1520,26,1759,1802,-3,UA,1200,N17244,EWR,PHX,288,2133,15,20,2013-05-25 15:00:00
2013,6,15,627,622,5,843,851,-8,UA,1074,N14242,EWR,LAS,297,2227,6,22,2013-06-15 06:00:00
2013,11,11,751,803,-12,1016,1032,-16,UA,561,N528UA,LGA,DEN,240,1620,8,3,2013-11-11 08:00:00
2013,2,15,1521,1522,-1,1741,1737,4,EV,4684,N13123,EWR,SDF,120,642,15,22,2013-02-15 15:00:00
2013,4,8,1852,1900,-8,2016,2056,-40,9E,3334,N931XJ,JFK,PIT,66,340,19,0,2013-04-08 19:00:00
2013,6,7,1654,1700,-6,1821,1850,-29,AA,345,N4XTAA,LGA,ORD,118,733,17,0,2013-06-07 17:00:00
2013,8,14,1128,1134,-6,1408,1415,-7,UA,1550,N33103,EWR,MCO,140,937,11,34,2013-08-14 11:00:00
2013,8,13,NA,1727,NA,NA,1941,NA,EV,5892,N16561,EWR,CVG,NA,569,17,27,2013-08-13 17:00:00
2013,7,14,1552,1555,-3,1720,1744,-24,B6,1105,N348JB,JFK,ORD,112,740,15,55,2013-07-14 15:00:00
2013,5,12,1553,1600,-7,1704,1720,-16,AA,854,N3JCAA,JFK,BOS,37,187,16,0,2013-05-12 16:00:00
2013,11,1,2012,1830,102,2231,2110,81,WN,2698,N440LV,EWR,MSY,167,1167,18,30,2013-11-01 18:00:00
2013,4,16,1240,1245,-5,1430,1445,-15,DL,1131,N340NB,LGA,DTW,89,502,12,45,2013-04-16 12:00:00
2013,3,21,1923,1829,54,2114,2034,40,EV,4570,N14902,EWR,GRR,90,605,18,29,2013-03-21 18:00:00
2013,1,11,854,900,-6,1102,1116,-14,DL,181,N343NW,LGA,DTW,92,502,9,0,2013-01-11 09:00:00
2013,5,15,553,600,-7,849,850,-1,AA,707,N3HWAA,LGA,DFW,200,1389,6,0,2013-05-15 06:00:00
2013,6,3,656,700,-4,934,950,-16,DL,2285,N366NW,LGA,MCO,131,950,7,0,2013-06-03 07:00:00
2013,9,13,1550,1500,50,1737,1611,86,US,2152,N965UW,LGA,BOS,42,184,15,0,2013-09-13 15:00:00
2013,11,16,855,900,-5,1155,1212,-17,DL,970,N338NB,LGA,FLL,158,1076,9,0,2013-11-16 09:00:00
2013,5,5,557,600,-3,841,931,-50,UA,1561,N30401,EWR,SFO,329,2565,6,0,2013-05-05 06:00:00
2013,8,25,1948,2000,-12,2211,2225,-14,MQ,3662,N530MQ,LGA,ATL,100,762,20,0,2013-08-25 20:00:00
2013,5,24,NA,837,NA,NA,1044,NA,EV,4548,N13118,EWR,MCI,NA,1092,8,37,2013-05-24 08:00:00
2013,1,24,1355,1345,10,1647,1705,-18,AA,1073,N3AUAA,LGA,MIA,145,1096,13,45,2013-01-24 13:00:00
2013,11,18,2028,2035,-7,2140,2210,-30,WN,168,N239WN,LGA,MDW,115,725,20,35,2013-11-18 20:00:00
2013,5,19,1412,1357,15,1601,1556,5,EV,4687,N13908,EWR,CVG,90,569,13,57,2013-05-19 13:00:00
2013,5,30,833,825,8,1015,1017,-2,US,1831,N150UW,JFK,CLT,74,541,8,25,2013-05-30 08:00:00
2013,6,29,1425,1400,25,1529,1511,18,B6,2480,N339JB,EWR,BOS,42,200,14,0,2013-06-29 14:00:00
2013,10,6,1645,1600,45,1840,1828,12,9E,3540,N916XJ,JFK,MSP,146,1029,16,0,2013-10-06 16:00:00
2013,8,23,1527,1530,-3,1902,1840,22,DL,1935,N335NW,LGA,TPA,157,1010,15,30,2013-08-23 15:00:00
2013,5,26,1757,1729,28,2126,2110,16,UA,1284,N38473,EWR,SFO,364,2565,17,29,2013-05-26 17:00:00
2013,4,18,1748,1740,8,1936,1943,-7,YV,2705,N917FJ,LGA,CLT,79,544,17,40,2013-04-18 17:00:00
2013,10,1,749,755,-6,1008,1048,-40,UA,450,N847UA,EWR,DFW,171,1372,7,55,2013-10-01 07:00:00
2013,7,27,652,655,-3,1025,1058,-33,DL,315,N678DL,JFK,SJU,194,1598,6,55,2013-07-27 06:00:00
2013,10,20,747,749,-2,935,946,-11,EV,4246,N17185,EWR,DTW,86,488,7,49,2013-10-20 07:00:00
2013,9,13,824,825,-1,1030,1022,8,B6,219,N216JB,JFK,CLT,95,541,8,25,2013-09-13 08:00:00
2013,6,26,1349,1350,-1,1443,1502,-19,B6,1338,N337JB,JFK,MVY,34,173,13,50,2013-06-26 13:00:00
2013,4,12,1934,1859,35,2239,2148,51,UA,230,N566UA,LGA,IAH,222,1416,18,59,2013-04-12 18:00:00
2013,12,28,1738,1725,13,2027,2039,-12,DL,1223,N310NW,EWR,SLC,268,1969,17,25,2013-12-28 17:00:00
2013,4,5,751,800,-9,1112,1106,6,B6,553,N536JB,EWR,RSW,177,1068,8,0,2013-04-05 08:00:00
2013,12,2,2042,2046,-4,2334,2358,-24,B6,329,N629JB,JFK,RSW,146,1074,20,46,2013-12-02 20:00:00
2013,3,2,559,604,-5,853,935,-42,UA,421,N438UA,EWR,SFO,330,2565,6,4,2013-03-02 06:00:00
2013,9,24,905,910,-5,1202,1215,-13,AA,1121,N3EDAA,LGA,DFW,190,1389,9,10,2013-09-24 09:00:00
2013,4,22,1346,1329,17,1608,1504,64,MQ,4605,N3AEMQ,LGA,RDU,72,431,13,29,2013-04-22 13:00:00
2013,7,19,751,755,-4,937,949,-12,B6,1273,N258JB,JFK,CHS,89,636,7,55,2013-07-19 07:00:00
2013,12,23,2041,2017,24,140,116,24,UA,1244,N77530,EWR,SJU,210,1608,20,17,2013-12-23 20:00:00
2013,3,26,2031,2036,-5,2226,2258,-32,EV,4132,N14173,EWR,OMA,162,1134,20,36,2013-03-26 20:00:00
2013,8,15,1458,1500,-2,1637,1653,-16,US,802,N187US,EWR,CLT,84,529,15,0,2013-08-15 15:00:00
2013,4,27,1529,1530,-1,1818,1905,-47,AA,85,N356AA,JFK,SFO,323,2586,15,30,2013-04-27 15:00:00
2013,1,22,1324,1330,-6,1603,1640,-37,AA,753,N3GLAA,LGA,DFW,204,1389,13,30,2013-01-22 13:00:00
2013,7,17,1830,1830,0,2142,2140,2,B6,305,N708JB,EWR,FLL,142,1065,18,30,2013-07-17 18:00:00
2013,9,27,1022,1025,-3,1345,1340,5,UA,642,N555UA,JFK,SFO,337,2586,10,25,2013-09-27 10:00:00
2013,4,25,512,515,-3,803,802,1,UA,1545,N17233,EWR,IAH,213,1400,5,15,2013-04-25 05:00:00
2013,12,6,NA,1345,NA,NA,1550,NA,EV,4100,N12900,EWR,MEM,NA,946,13,45,2013-12-06 13:00:00
2013,9,3,1757,1800,-3,2057,2130,-33,B6,415,N658JB,JFK,SFO,330,2586,18,0,2013-09-03 18:00:00
2013,3,8,2024,1915,69,2356,2302,54,DL,1345,N3730B,JFK,PHX,304,2153,19,15,2013-03-08 19:00:00
2013,7,15,1704,1705,-1,1935,1910,25,AA,1711,N3FJAA,JFK,ORD,106,740,17,5,2013-07-15 17:00:00
2013,3,6,NA,1505,NA,NA,1704,NA,EV,4572,N29906,EWR,GSP,NA,594,15,5,2013-03-06 15:00:00
2013,6,1,837,845,-8,1021,1044,-23,US,1429,N755US,LGA,CLT,79,544,8,45,2013-06-01 08:00:00
2013,3,21,1334,1345,-11,1632,1705,-33,AA,117,N327AA,JFK,LAX,333,2475,13,45,2013-03-21 13:00:00
2013,5,24,1601,1452,69,1826,1709,77,B6,119,N763JB,JFK,MSY,152,1182,14,52,2013-05-24 14:00:00
2013,5,19,1411,1305,66,1513,1410,63,EV,3850,N13978,EWR,DCA,41,199,13,5,2013-05-19 13:00:00
2013,1,15,1717,1715,2,1956,2040,-44,DL,503,N3754A,JFK,SAN,319,2446,17,15,2013-01-15 17:00:00
2013,7,2,NA,1444,NA,NA,1642,NA,EV,4572,N13958,EWR,GSP,NA,594,14,44,2013-07-02 14:00:00
2013,4,2,805,705,60,935,837,58,EV,4127,N13566,EWR,BNA,127,748,7,5,2013-04-02 07:00:00
2013,8,22,1015,1017,-2,1208,1124,44,B6,518,N273JB,JFK,BOS,43,187,10,17,2013-08-22 10:00:00
2013,6,10,2116,2055,21,2223,2230,-7,WN,579,N743SW,LGA,MDW,106,725,20,55,2013-06-10 20:00:00
2013,3,26,711,715,-4,1003,1037,-34,B6,671,N637JB,JFK,LAX,323,2475,7,15,2013-03-26 07:00:00
2013,1,4,1935,1900,35,2126,2057,29,9E,3368,N921XJ,JFK,PIT,66,340,19,0,2013-01-04 19:00:00
2013,10,13,1313,1310,3,1426,1429,-3,EV,3805,N16999,EWR,RIC,57,277,13,10,2013-10-13 13:00:00
2013,3,22,1627,1630,-3,1852,1853,-1,DL,1771,N329NB,JFK,DTW,92,509,16,30,2013-03-22 16:00:00
2013,11,5,1715,1710,5,1921,1911,10,B6,1119,N258JB,JFK,CLT,93,541,17,10,2013-11-05 17:00:00
2013,4,25,1853,1855,-2,2114,2134,-20,DL,951,N1605,JFK,ATL,112,760,18,55,2013-04-25 18:00:00
2013,7,28,728,715,13,1036,1030,6,AA,443,N339AA,JFK,MIA,151,1089,7,15,2013-07-28 07:00:00
2013,4,26,1000,1003,-3,1145,1134,11,FL,353,N964AT,LGA,CAK,63,397,10,3,2013-04-26 10:00:00
2013,8,23,1027,1030,-3,1318,1321,-3,UA,1257,N77295,LGA,IAH,193,1416,10,30,2013-08-23 10:00:00
2013,4,27,757,759,-2,1026,1030,-4,DL,2047,N659DL,LGA,ATL,107,762,7,59,2013-04-27 07:00:00
2013,2,4,1955,2000,-5,2100,2143,-43,DL,402,N336NB,JFK,BOS,37,187,20,0,2013-02-04 20:00:00
2013,2,9,NA,1600,NA,NA,1730,NA,9E,3453,NA,JFK,BOS,NA,187,16,0,2013-02-09 16:00:00
2013,6,24,1934,1805,89,2212,2040,92,DL,73,N391DA,JFK,ATL,106,760,18,5,2013-06-24 18:00:00
2013,5,25,1659,1700,-1,2045,2102,-17,B6,703,N623JB,JFK,SJU,195,1598,17,0,2013-05-25 17:00:00
2013,3,30,600,610,-10,856,915,-19,AA,1837,N3EMAA,LGA,MIA,151,1096,6,10,2013-03-30 06:00:00
2013,11,6,1826,1820,6,2155,2150,5,DL,442,N190DN,JFK,SEA,348,2422,18,20,2013-11-06 18:00:00
2013,2,2,629,630,-1,1126,1140,-14,AA,413,N3CFAA,JFK,SJU,204,1598,6,30,2013-02-02 06:00:00
2013,12,21,1459,1429,30,1710,1655,15,B6,575,N258JB,JFK,MSY,169,1182,14,29,2013-12-21 14:00:00
2013,10,9,1438,1445,-7,1557,1629,-32,9E,3318,N913XJ,JFK,BUF,52,301,14,45,2013-10-09 14:00:00
2013,1,27,1420,1430,-10,1742,1755,-13,UA,560,N560UA,JFK,SFO,360,2586,14,30,2013-01-27 14:00:00
2013,8,9,929,930,-1,1242,1234,8,DL,1443,N717TW,JFK,SEA,329,2422,9,30,2013-08-09 09:00:00
2013,12,27,1133,1129,4,1300,1319,-19,EV,4628,N14558,EWR,STL,131,872,11,29,2013-12-27 11:00:00
2013,7,3,2207,2100,67,50,12,38,DL,2065,N380DA,JFK,FLL,135,1069,21,0,2013-07-03 21:00:00
2013,1,6,1545,1539,6,1637,1655,-18,UA,581,N462UA,EWR,BOS,37,200,15,39,2013-01-06 15:00:00
2013,5,18,825,835,-10,1053,1135,-42,AA,717,N3JAAA,LGA,DFW,189,1389,8,35,2013-05-18 08:00:00
2013,5,21,726,730,-4,1116,1128,-12,B6,215,N624JB,EWR,SJU,200,1608,7,30,2013-05-21 07:00:00
2013,7,6,721,725,-4,1006,1010,-4,AA,1815,N3GGAA,JFK,MCO,125,944,7,25,2013-07-06 07:00:00
2013,11,15,1611,1555,16,1835,1755,40,MQ,3199,N539MQ,LGA,CLT,92,544,15,55,2013-11-15 15:00:00
2013,4,17,624,630,-6,812,832,-20,US,1433,N178US,LGA,CLT,83,544,6,30,2013-04-17 06:00:00
2013,11,26,1457,1453,4,1819,1831,-12,UA,1635,N36469,EWR,PHX,301,2133,14,53,2013-11-26 14:00:00
2013,5,24,556,550,6,850,845,5,UA,1077,N73276,EWR,MIA,151,1085,5,50,2013-05-24 05:00:00
2013,12,16,605,600,5,901,905,-4,AA,1175,N3KMAA,LGA,MIA,158,1096,6,0,2013-12-16 06:00:00
